Sample,Short Code,City Code,State,City
HLWDCA01,HLWDCA,HLWD,CA,
HMBACA12,HMBACA,HMBA,CA,
HMCYCA11,HMCYCA,HMCY,CA,
HMLDCAXF,HMLDCA,HMLD,CA,
HNBHCAXG,HNBHCA,HNBH,CA,
HNBHCAXL,HNBHCA,HNBH,CA,
HNFRCA01,HNFRCA,HNFR,CA,
HNPKCA01,HNPKCA,HNPK,CA,
HRBHCAXA,HRBHCA,HRBH,CA,
HRBKCA11,HRBKCA,HRBK,CA,
HRCLCA11,HRCLCA,HRCL,CA,
HSPRCAXF,HSPRCA,HSPR,CA,
HWTHCA01,HWTHCA,HWTH,CA,
HYWRCA01,HYWRCA,HYWR,CA,
HYWRCA11,HYWRCA,HYWR,CA,
IDYLCAXF,IDYLCA,IDYL,CA,
IGNCCA12,IGNCCA,IGNC,CA,
IGWDCA01,IGWDCA,IGWD,CA,
IMBHCA11,IMBHCA,IMBH,CA,
IMPRCA11,IMPRCA,IMPR,CA,
INDICAXG,INDICA,INDI,CA,
INDPCAXF,INDPCA,INDP,CA,
IRVNCA01,IRVNCA,IRVN,CA,
IRVNCA12,IRVNCA,IRVN,CA,
IVNHCA11,IVNHCA,IVNH,CA,
JAMLCA60,JAMLCA,JAML,CA,
JCMBCA11,JCMBCA,JCMB,CA,
JCSNCA01,JCSNCA,JCSN,CA,
JMTWCA11,JMTWCA,JMTW,CA,
KGBGCA11,KGBGCA,KGBG,CA,
KGCYCA11,KGCYCA,KGCY,CA,
KNLDCAXF,KNLDCA,KNLD,CA,
KNWDCAXF,KNWDCA,KNWD,CA,
KYBRCA11,KYBRCA,KYBR,CA,
LACRCA11,LACRCA,LACR,CA,
LAHBCAXF,LAHBCA,LAHB,CA,
LAJLCA11,LAJLCA,LAJL,CA,
LAMSCA01,LAMSCA,LAMS,CA,
LAMTCA11,LAMTCA,LAMT,CA,
LAPNCAXF,LAPNCA,LAPN,CA,
LAPNCAXL,LAPNCA,LAPN,CA,
LAQNCAXG,LAQNCA,LAQN,CA,
LATNCA11,LATNCA,LATN,CA,
LCFRCA11,LCFRCA,LCFR,CA,
LCVYCAXF,LCVYCA,LCVY,CA,
LEMRCA11,LEMRCA,LEMR,CA,
LFYTCA11,LFYTCA,LFYT,CA,
LGBHCAXF,LGBHCA,LGBH,CA,
LGNGCA12,LGNGCA,LGNG,CA,
LGRDCA11,LGRDCA,LGRD,CA,
LKISCAXF,LKISCA,LKIS,CA,
LKLACA11,LKLACA,LKLA,CA,
LKPTCA02,LKPTCA,LKPT,CA,
LKSDCA12,LKSDCA,LKSD,CA,
LMLNCAXF,LMLNCA,LMLN,CA,
LMPCCAXF,LMPCCA,LMPC,CA,
LMPCCAXG,LMPCCA,LMPC,CA,
LNBHCAXH,LNBHCA,LNBH,CA,
LNBHCAXL,LNBHCA,LNBH,CA,
LNBHCAXM,LNBHCA,LNBH,CA,
LNBHCAXT,LNBHCA,LNBH,CA,
LNCLCA11,LNCLCA,LNCL,CA,
LNCSCAXG,LNCSCA,LNCS,CA,
LNDNCAXF,LNDNCA,LNDN,CA,
LNVYCA11,LNVYCA,LNVY,CA,
LNWDCAXF,LNWDCA,LNWD,CA,
LODICA01,LODICA,LODI,CA,
LOMSCA11,LOMSCA,LOMS,CA,
LOMTCA11,LOMTCA,LOMT,CA,
LRKSCA11,LRKSCA,LRKS,CA,
LSANCA05,LSANCA,LSAN,CA,
LSANCA06,LSANCA,LSAN,CA,
LSANCA09,LSANCA,LSAN,CA,
LSANCA10,LSANCA,LSAN,CA,
LSANCA12,LSANCA,LSAN,CA,
LSANCA13,LSANCA,LSAN,CA,
LSANCA14,LSANCA,LSAN,CA,
LSANCA15,LSANCA,LSAN,CA,
LSANCA23,LSANCA,LSAN,CA,
LSANCA29,LSANCA,LSAN,CA,
LSANCA38,LSANCA,LSAN,CA,
LSANCA56,LSANCA,LSAN,CA,
LSATCA11,LSATCA,LSAT,CA,
LSBNCA12,LSBNCA,LSBN,CA,
LSGTCAXA,LSGTCA,LSGT,CA,
LSGTCAXF,LSGTCA,LSGT,CA,
LSGTCAXG,LSGTCA,LSGT,CA,
LSHLCAXF,LSHLCA,LSHL,CA,
LSMLCA11,LSMLCA,LSML,CA,
LSSRCAXF,LSSRCA,LSSR,CA,
LTHPCAXF,LTHPCA,LTHP,CA,
LTRKCA11,LTRKCA,LTRK,CA,
LVMRCA11,LVMRCA,LVMR,CA,
LVNGCAXF,LVNGCA,LVNG,CA,
LVOKCA11,LVOKCA,LVOK,CA,
LVRNCAXF,LVRNCA,LVRN,CA,
LVTNCAXF,LVTNCA,LVTN,CA,
LWLKCA11,LWLKCA,LWLK,CA,
LYVLCAXF,LYVLCA,LYVL,CA,
MADRCA11,MADRCA,MADR,CA,
MADRCA12,MADRCA,MADR,CA,
MALBCAXF,MALBCA,MALB,CA,
MALBCAXG,MALBCA,MALB,CA,
MARNCA11,MARNCA,MARN,CA,
MCFACAXF,MCFACA,MCFA,CA,
MDSTCA03,MDSTCA,MDST,CA,
MDSTCA04,MDSTCA,MDST,CA,
MDSTCA05,MDSTCA,MDST,CA,
MDVWCAXF,MDVWCA,MDVW,CA,
MECCCAXF,MECCCA,MECC,CA,
MENTCAXF,MENTCA,MENT,CA,
MKHLCA12,MKHLCA,MKHL,CA,
MLBRCA11,MLBRCA,MLBR,CA,
MLPSCA11,MLPSCA,MLPS,CA,
MLVYCA01,MLVYCA,MLVY,CA,
MNBHCAXF,MNBHCA,MNBH,CA,
MNCKCAXF,MNCKCA,MNCK,CA,
MNDTCA11,MNDTCA,MNDT,CA,
MNPKCA11,MNPKCA,MNPK,CA,
MNRICA11,MNRICA,MNRI,CA,
MNRVCAXG,MNRVCA,MNRV,CA,
MNTCCAXG,MNTCCA,MNTC,CA,
MNTTCAXF,MNTTCA,MNTT,CA,
MOJVCA01,MOJVCA,MOJV,CA,
MORGCA12,MORGCA,MORG,CA,
MRBACA11,MRBACA,MRBA,CA,
MRCDCA01,MRCDCA,MRCD,CA,
MRHLCAXF,MRHLCA,MRHL,CA,
MRPHCA11,MRPHCA,MRPH,CA,
MRPKCA12,MRPKCA,MRPK,CA,
MRTZCA11,MRTZCA,MRTZ,CA,
MSBHCA11,MSBHCA,MSBH,CA,
MSCYCAXF,MSCYCA,MSCY,CA,
MSVJCAAT,MSVJCA,MSVJ,CA,
MTAGCA11,MTAGCA,MTAG,CA,
MTRYCA01,MTRYCA,MTRY,CA,
MTSHCA12,MTSHCA,MTSH,CA,
MUGUCAXF,MUGUCA,MUGU,CA,
MURTCAXF,MURTCA,MURT,CA,
MYVICA01,MYVICA,MYVI,CA,
NAPACA01,NAPACA,NAPA,CA,
NHLDCA11,NHLDCA,NHLD,CA,
NHLLCA01,NHLLCA,NHLL,CA,
NHWDCA01,NHWDCA,NHWD,CA,
NHWDCA02,NHWDCA,NHWD,CA,
NICECA11,NICECA,NICE,CA,
NILDCA11,NILDCA,NILD,CA,
NIPMCA11,NIPMCA,NIPM,CA,
NOVTCAXF,NOVTCA,NOVT,CA,
NRWLCAXF,NRWLCA,NRWL,CA,
NRWLCAXG,NRWLCA,NRWL,CA,
NSCRCA12,NSCRCA,NSCR,CA,
NSHRCAXF,NSHRCA,NSHR,CA,
NTCYCA11,NTCYCA,NTCY,CA,
NVCYCA11,NVCYCA,NVCY,CA,
NWBRCAXF,NWBRCA,NWBR,CA,
NWCSCA11,NWCSCA,NWCS,CA,
NWMNCA12,NWMNCA,NWMN,CA,
NWPKCAXF,NWPKCA,NWPK,CA,
OCDNCA11,OCDNCA,OCDN,CA,
OCSDCA11,OCSDCA,OCSD,CA,
OJAICA11,OJAICA,OJAI,CA,
OKDLCA11,OKDLCA,OKDL,CA,
OKLDCA04,OKLDCA,OKLD,CA,
OKLDCA11,OKLDCA,OKLD,CA,
OKLDCA12,OKLDCA,OKLD,CA,
OKLDCA13,OKLDCA,OKLD,CA,
OKLYCA11,OKLYCA,OKLY,CA,
OKVWCA11,OKVWCA,OKVW,CA,
OLDLCA11,OLDLCA,OLDL,CA,
OLNCCAXF,OLNCCA,OLNC,CA,
ONTRCAXG,ONTRCA,ONTR,CA,
ONTRCAXM,ONTRCA,ONTR,CA,
ORCTCAXG,ORCTCA,ORCT,CA,
ORLDCA11,ORLDCA,ORLD,CA,
ORNDCA11,ORNDCA,ORND,CA,
ORNGCA11,ORNGCA,ORNG,CA,
ORNGCA13,ORNGCA,ORNG,CA,
ORNGCA14,ORNGCA,ORNG,CA,
ORVACA11,ORVACA,ORVA,CA,
ORVLCA11,ORVLCA,ORVL,CA,
ORVLCA12,ORVLCA,ORVL,CA,
OTMSCA11,OTMSCA,OTMS,CA,
OXNRCAXF,OXNRCA,OXNR,CA,
OXNRCAXG,OXNRCA,OXNR,CA,
PACMCAXF,PACMCA,PACM,CA,
PASNCAXF,PASNCA,PASN,CA,
PCBHCA01,PCBHCA,PCBH,CA,
PCBHCA11,PCBHCA,PCBH,CA,
PCFCCA11,PCFCCA,PCFC,CA,
PCPLCAXF,PCPLCA,PCPL,CA,
PCRVCAXF,PCRVCA,PCRV,CA,
PDLYCA11,PDLYCA,PDLY,CA,
PERSCAXF,PERSCA,PERS,CA,
PHLNCAXF,PHLNCA,PHLN,CA,
PIRUCA11,PIRUCA,PIRU,CA,
PLALCA12,PLALCA,PLAL,CA,
PLCDCAXF,PLCDCA,PLCD,CA,
PLCNCA11,PLCNCA,PLCN,CA,
PLDLCA01,PLDLCA,PLDL,CA,
PLDLCA11,PLDLCA,PLDL,CA,
PLGVCA12,PLGVCA,PLGV,CA,
PLMOCA11,PLMOCA,PLMO,CA,
PLNDCA11,PLNDCA,PLND,CA,
PLVLCA11,PLVLCA,PLVL,CA,
PLVLCA12,PLVLCA,PLVL,CA,
PNVYCA11,PNVYCA,PNVY,CA,
POWYCA11,POWYCA,POWY,CA,
PRDSCA11,PRDSCA,PRDS,CA,
PRLRCA11,PRLRCA,PRLR,CA,
PRMTCA01,PRMTCA,PRMT,CA,
PRTNCAXF,PRTNCA,PRTN,CA,
PSBGCA01,PSBGCA,PSBG,CA,
PSBGCA11,PSBGCA,PSBG,CA,
PSBHCA11,PSBHCA,PSBH,CA,
PSCDCA11,PSCDCA,PSCD,CA,
PSDNCA12,PSDNCA,PSDN,CA,
PSDNCAXF,PSDNCA,PSDN,CA,
PSRBCA01,PSRBCA,PSRB,CA,
PTLMCA01,PTLMCA,PTLM,CA,
PTVLCA11,PTVLCA,PTVL,CA,
PXLYCA11,PXLYCA,PXLY,CA,
QUVYCAXF,QUVYCA,QUVY,CA,
QZHLCAXF,QZHLCA,QZHL,CA,
RAMNCA11,RAMNCA,RAMN,CA,
RBNSCAXG,RBNSCA,RBNS,CA,
RBRNCA11,RBRNCA,RBRN,CA,
RCKLCA01,RCKLCA,RCKL,CA,
RCMDCA11,RCMDCA,RCMD,CA,
RCVACA11,RCVACA,RCVA,CA,
RDBLCA01,RDBLCA,RDBL,CA,
RDCYCA01,RDCYCA,RDCY,CA,
RDGCCAXG,RDGCCA,RDGC,CA,
RDLDCAXF,RDLDCA,RDLD,CA,
RDLYCAXF,RDLYCA,RDLY,CA,
RDNGCA02,RDNGCA,RDNG,CA,
RDNGCA11,RDNGCA,RDNG,CA,
RESDCA01,RESDCA,RESD,CA,
RILNCA12,RILNCA,RILN,CA,
RILTCA11,RILTCA,RILT,CA,
RIPNCAXF,RIPNCA,RIPN,CA,
RIVSCAXF,RIVSCA,RIVS,CA,
RLHLCAXF,RLHLCA,RLHL,CA,
RNBGCAXF,RNBGCA,RNBG,CA,
RNCACAXF,RNCACA,RNCA,CA,
RNMGCAXF,RNMGCA,RNMG,CA,
RNPSCA11,RNPSCA,RNPS,CA,
RNSDCA11,RNSDCA,RNSD,CA,
RNSPCAXF,RNSPCA,RNSP,CA,
ROSMCA11,ROSMCA,ROSM,CA,
RSFECA12,RSFECA,RSFE,CA,
RSMDCA11,RSMDCA,RSMD,CA,
RSMGCA11,RSMGCA,RSMG,CA,
RSVLCAXF,RSVLCA,RSVL,CA,
RTPKCA11,RTPKCA,RTPK,CA,
RVDLCA11,RVDLCA,RVDL,CA,
RVRBCA11,RVRBCA,RVRB,CA,
RVSDCA11,RVSDCA,RVSD,CA,
SAGSCA11,SAGSCA,SAGS,CA,
SANTCA01,SANTCA,SANT,CA,
SATCCA12,SATCCA,SATC,CA,
SBSTCA11,SBSTCA,SBST,CA,
SCRMCA03,SCRMCA,SCRM,CA,
SCRMCA12,SCRMCA,SCRM,CA,
SCRMCA13,SCRMCA,SCRM,CA,
SCRMCAMZ,SCRMCA,SCRM,CA,
SCVYCA01,SCVYCA,SCVY,CA,
SDSPCA11,SDSPCA,SDSP,CA,
SELMCA11,SELMCA,SELM,CA,
SERNCAXG,SERNCA,SERN,CA,
SESDCA11,SESDCA,SESD,CA,
SGATCA01,SGATCA,SGAT,CA,
SGSPCA11,SGSPCA,SGSP,CA,
SHFTCA11,SHFTCA,SHFT,CA,
SHLKCA01,SHLKCA,SHLK,CA,
SHOKCA01,SHOKCA,SHOK,CA,
SIMICA11,SIMICA,SIMI,CA,
SJCPCA12,SJCPCA,SJCP,CA,
SKTNCA11,SKTNCA,SKTN,CA,
SKTNCA12,SKTNCA,SKTN,CA,
SKTNCA14,SKTNCA,SKTN,CA,
SLDDCA11,SLDDCA,SLDD,CA,
SLGBCAXF,SLGBCA,SLGB,CA,
SLMNCA11,SLMNCA,SLMN,CA,
SLNSCA01,SLNSCA,SLNS,CA,
SLNSCA11,SLNSCA,SLNS,CA,
SLNSCA12,SLNSCA,SLNS,CA,
SLVNCAXG,SLVNCA,SLVN,CA,
SLVRCA11,SLVRCA,SLVR,CA,
SMAVCA11,SMAVCA,SMAV,CA,
SMRVCAXF,SMRVCA,SMRV,CA,
SNADCA11,SNADCA,SNAD,CA,
SNANCA12,SNANCA,SNAN,CA,
SNBBCAXG,SNBBCA,SNBB,CA,
SNBRCAXH,SNBRCA,SNBR,CA,
SNBRCAXL,SNBRCA,SNBR,CA,
SNBRCAXN,SNBRCA,SNBR,CA,
SNCLCA12,SNCLCA,SNCL,CA,
SNCRCA11,SNCRCA,SNCR,CA,
SNCZCA01,SNCZCA,SNCZ,CA,
SNCZCA11,SNCZCA,SNCZ,CA,
SNDGCA05,SNDGCA,SNDG,CA,
SNDGCA06,SNDGCA,SNDG,CA,
SNDGCA11,SNDGCA,SNDG,CA,
SNDGCA12,SNDGCA,SNDG,CA,
SNDGCA14,SNDGCA,SNDG,CA,
SNDMCAXF,SNDMCA,SNDM,CA,
SNFCCA05,SNFCCA,SNFC,CA,
SNFCCA06,SNFCCA,SNFC,CA,
SNFCCA13,SNFCCA,SNFC,CA,
SNFCCA14,SNFCCA,SNFC,CA,
SNFCCA17,SNFCCA,SNFC,CA,
SNFCCA64,SNFCCA,SNFC,CA,
SNFNCAXG,SNFNCA,SNFN,CA,
SNGBCA01,SNGBCA,SNGB,CA,
SNGRCAXF,SNGRCA,SNGR,CA,
SNJCCAXG,SNJCCA,SNJC,CA,
SNJNCA11,SNJNCA,SNJN,CA,
SNJQCAXF,SNJQCA,SNJQ,CA,
SNJSCA11,SNJSCA,SNJS,CA,
SNJSCA13,SNJSCA,SNJS,CA,
SNJSCA14,SNJSCA,SNJS,CA,
SNJSCA15,SNJSCA,SNJS,CA,
SNJSCA18,SNJSCA,SNJS,CA,
SNLDCAXF,SNLDCA,SNLD,CA,
SNLNCA11,SNLNCA,SNLN,CA,
SNLOCA01,SNLOCA,SNLO,CA,
SNMACA11,SNMACA,SNMA,CA,
SNMCCA11,SNMCCA,SNMC,CA,
SNMGCAXF,SNMGCA,SNMG,CA,
SNMICA11,SNMICA,SNMI,CA,
SNMTCA11,SNMTCA,SNMT,CA,
SNPDCA01,SNPDCA,SNPD,CA,
SNPLCAXF,SNPLCA,SNPL,CA,
SNRACA13,SNRACA,SNRA,CA,
SNRFCA01,SNRFCA,SNRF,CA,
SNRFCA11,SNRFCA,SNRF,CA,
SNRMCA11,SNRMCA,SNRM,CA,
SNRSCA11,SNRSCA,SNRS,CA,
SNTCCA11,SNTCCA,SNTC,CA,
SNVACA01,SNVACA,SNVA,CA,
SNVACA11,SNVACA,SNVA,CA,
SNYMCAXF,SNYMCA,SNYM,CA,
SNYSCA12,SNYSCA,SNYS,CA,
SONMCA12,SONMCA,SONM,CA,
SPLVCAXF,SPLVCA,SPLV,CA,
SPSDCA11,SPSDCA,SPSD,CA,
SPVLCA11,SPVLCA,SPVL,CA,
SRFRCA11,SRFRCA,SRFR,CA,
SRMDCAXF,SRMDCA,SRMD,CA,
SSLTCA11,SSLTCA,SSLT,CA,
STAHCA01,STAHCA,STAH,CA,
STAHCA13,STAHCA,STAH,CA,
STCKCA11,STCKCA,STCK,CA,
STHNCA11,STHNCA,STHN,CA,
SUNLCA11,SUNLCA,SUNL,CA,
SYLMCAXF,SYLMCA,SYLM,CA,
TAFTCAXF,TAFTCA,TAFT,CA,
TBRNCA11,TBRNCA,TBRN,CA,
THCYCA01,THCYCA,THCY,CA,
THRMCAXF,THRMCA,THRM,CA,
THTNCA11,THTNCA,THTN,CA,
TLMNCAXF,TLMNCA,TLMN,CA,
TMCLCAXG,TMCLCA,TMCL,CA,
TMCLCAXH,TMCLCA,TMCL,CA,
TMTNCA11,TMTNCA,TMTN,CA,
TPNGCAXF,TPNGCA,TPNG,CA,
TPTNCA11,TPTNCA,TPTN,CA,
TRACCA11,TRACCA,TRAC,CA,
TRLCCA11,TRLCCA,TRLC,CA,
TRNCCAXF,TRNCCA,TRNC,CA,
TRNQCAXF,TRNQCA,TRNQ,CA,
TRPSCA11,TRPSCA,TRPS,CA,
TRUCCA11,TRUCCA,TRUC,CA,
TRUCCA12,TRUCCA,TRUC,CA,
TULRCA11,TULRCA,TULR,CA,
TUSTCA11,TUSTCA,TUST,CA,
TUSTCA70,TUSTCA,TUST,CA,
TWHRCA11,TWHRCA,TWHR,CA,
UKIHCA01,UKIHCA,UKIH,CA,
UKIHCA12,UKIHCA,UKIH,CA,
UNCYCA11,UNCYCA,UNCY,CA,
UPLDCAXF,UPLDCA,UPLD,CA,
VCVLCA12,VCVLCA,VCVL,CA,
VISLCA11,VISLCA,VISL,CA,
VISTCA12,VISTCA,VIST,CA,
VLLJCA01,VLLJCA,VLLJ,CA,
VLVSCAXF,VLVSCA,VLVS,CA,
VNTRCA02,VNTRCA,VNTR,CA,
VNTRCA11,VNTRCA,VNTR,CA,
VYSPCA11,VYSPCA,VYSP,CA,
WASCCA01,WASCCA,WASC,CA,
WDLDCA11,WDLDCA,WDLD,CA,
WEEDCA01,WEEDCA,WEED,CA,
WEMRCAXF,WEMRCA,WEMR,CA,
WHTRCAXG,WHTRCA,WHTR,CA,
WHTRCAXH,WHTRCA,WHTR,CA,
WHTRCAXJ,WHTRCA,WHTR,CA,
WLANCAXG,WLANCA,WLAN,CA,
WLANCAXH,WLANCA,WLAN,CA,
WLANCAXJ,WLANCA,WLAN,CA,
WLDNCAXF,WLDNCA,WLDN,CA,
WLMGCA01,WLMGCA,WLMG,CA,
WLNTCAXF,WLNTCA,WLNT,CA,
WLTSCA12,WLTSCA,WLTS,CA,
WLWSCA11,WLWSCA,WLWS,CA,
WNTRCA11,WNTRCA,WNTR,CA,
WRWDCAXF,WRWDCA,WRWD,CA,
WSCRCA11,WSCRCA,WSCR,CA,
WTFRCA11,WTFRCA,WTFR,CA,
WTLDCA12,WTLDCA,WTLD,CA,
WTVLCA01,WTVLCA,WTVL,CA,
YBCYCA01,YBCYCA,YBCY,CA,
YNVLCA11,YNVLCA,YNVL,CA,
YREKCA11,YREKCA,YREK,CA,
YRLNCA11,YRLNCA,YRLN,CA,
YRLNCA12,YRLNCA,YRLN,CA,
YUCPCAXF,YUCPCA,YUCP,CA,
AFACCOMA,AFACCO,AFAC,CO,
AGLRCOMA,AGLRCO,AGLR,CO,
AKRNCOXC,AKRNCO,AKRN,CO,
ALMSCOMA,ALMSCO,ALMS,CO,
ARVDCOMA,ARVDCO,ARVD,CO,
ASPECOMA,ASPECO,ASPE,CO,
AULTCOMA,AULTCO,AULT,CO,
AURRCOMB,AURRCO,AURR,CO,
AVDLCOMA,AVDLCO,AVDL,CO,
AVONCOMA,AVONCO,AVON,CO,
BASNCOXC,BASNCO,BASN,CO,
BITNCOMA,BITNCO,BITN,CO,
BLDRCOGB,BLDRCO,BLDR,CO,
BLFSCOMA,BLFSCO,BLFS,CO,
BNVSCOMA,BNVSCO,BNVS,CO,
BRFDCOMA,BRFDCO,BRFD,CO,
BRRGCOMA,BRRGCO,BRRG,CO,
BRSHCOMA,BRSHCO,BRSH,CO,
BRTHCOMA,BRTHCO,BRTH,CO,
BSLTCOMA,BSLTCO,BSLT,CO,
BURLCOXC,BURLCO,BURL,CO,
BYFDCOMA,BYFDCO,BYFD,CO,
CACYCOMA,CACYCO,CACY,CO,
CAMPCOXC,CAMPCO,CAMP,CO,
CFTNCONM,CFTNCO,CFTN,CO,
CHWLCOXC,CHWLCO,CHWL,CO,
CLHNCOMA,CLHNCO,CLHN,CO,
CLSPCO32,CLSPCO,CLSP,CO,
CLSPCOEA,CLSPCO,CLSP,CO,
CLSPCOSM,CLSPCO,CLSP,CO,
CNTRCOXC,CNTRCO,CNTR,CO,
CPMTCOMA,CPMTCO,CPMT,CO,
CRAGCOMA,CRAGCO,CRAG,CO,
CRBTCOMA,CRBTCO,CRBT,CO,
CRDLCOMA,CRDLCO,CRDL,CO,
CRTZCOMA,CRTZCO,CRTZ,CO,
CSRKCONM,CSRKCO,CSRK,CO,
DBEQCONC,DBEQCO,DBEQ,CO,
DELTCOMA,DELTCO,DELT,CO,
DLLNCOMA,DLLNCO,DLLN,CO,
DLNRCOMA,DLNRCO,DLNR,CO,
DLRSCOXC,DLRSCO,DLRS,CO,
DNSRCOXC,DNSRCO,DNSR,CO,
DNVRCOCL,DNVRCO,DNVR,CO,
DNVRCOCW,DNVRCO,DNVR,CO,
DNVRCOMB,DNVRCO,DNVR,CO,
DNVRCONE,DNVRCO,DNVR,CO,
DNVRCOSH,DNVRCO,DNVR,CO,
DNVRCOSW,DNVRCO,DNVR,CO,
DNVRCOTC,DNVRCO,DNVR,CO,
DNVRCOWS,DNVRCO,DNVR,CO,
DNVRCOZJ,DNVRCO,DNVR,CO,
DURNCOMA,DURNCO,DURN,CO,
DVCKCOXC,DVCKCO,DVCK,CO,
EATNCOMA,EATNCO,EATN,CO,
EDWRCOXC,EDWRCO,EDWR,CO,
ELBRCOMA,ELBRCO,ELBR,CO,
ELPSCOXC,ELPSCO,ELPS,CO,
ELZBCO01,ELZBCO,ELZB,CO,
ENWDCOMA,ENWDCO,ENWD,CO,
ERIECOMA,ERIECO,ERIE,CO,
ESPKCOMA,ESPKCO,ESPK,CO,
EVRGCOMA,EVRGCO,EVRG,CO,
FLRNCOMA,FLRNCO,FLRN,CO,
FONTCOMA,FONTCO,FONT,CO,
FRDRCOMA,FRDRCO,FRDR,CO,
FRSCCOMA,FRSCCO,FRSC,CO,
FRSRCOMA,FRSRCO,FRSR,CO,
FRUTCOMA,FRUTCO,FRUT,CO,
FTCLCOHM,FTCLCO,FTCL,CO,
FTCLCOMA,FTCLCO,FTCL,CO,
FTLPCOMA,FTLPCO,FTLP,CO,
FTMRCOMA,FTMRCO,FTMR,CO,
FWLRCOXC,FWLRCO,FWLR,CO,
GDJTCOMA,GDJTCO,GDJT,CO,
GDLKCOMA,GDLKCO,GDLK,CO,
GLCRCOMA,GLCRCO,GLCR,CO,
GLDNCOMA,GLDNCO,GLDN,CO,
GLSPCOMA,GLSPCO,GLSP,CO,
GMFLCOMA,GMFLCO,GMFL,CO,
GNSNCOMA,GNSNCO,GNSN,CO,
GRELCOJC,GRELCO,GREL,CO,
GRELCOMA,GRELCO,GREL,CO,
GRNBCOMA,GRNBCO,GRNB,CO,
GRTWCOMA,GRTWCO,GRTW,CO,
HDSNCOMA,HDSNCO,HDSN,CO,
HLRSCOMA,HLRSCO,HLRS,CO,
HSSPCOMA,HSSPCO,HSSP,CO,
HYDNCOMA,HYDNCO,HYDN,CO,
IDSPCOMA,IDSPCO,IDSP,CO,
IGNCCOXC,IGNCCO,IGNC,CO,
JHMLCOMA,JHMLCO,JHML,CO,
JLBGCOMA,JLBGCO,JLBG,CO,
KIOWCONM,KIOWCO,KIOW,CO,
KNBGCOMA,KNBGCO,KNBG,CO,
KRNGCOMA,KRNGCO,KRNG,CO,
LAVTCOXC,LAVTCO,LAVT,CO,
LDVLCOMA,LDVLCO,LDVL,CO,
LIMNCOMA,LIMNCO,LIMN,CO,
LJNTCOXC,LJNTCO,LJNT,CO,
LKMTCOMA,LKMTCO,LKMT,CO,
LKWDCOMA,LKWDCO,LKWD,CO,
LNMTCOMA,LNMTCO,LNMT,CO,
LSANCOXC,LSANCO,LSAN,CO,
LSLLCOMA,LSLLCO,LSLL,CO,
LTTNCOHL,LTTNCO,LTTN,CO,
LTTNCOMA,LTTNCO,LTTN,CO,
LVLDCOMA,LVLDCO,LVLD,CO,
LYNSCOMA,LYNSCO,LYNS,CO,
MEADCOMA,MEADCO,MEAD,CO,
MEKRCOMA,MEKRCO,MEKR,CO,
MNCSCOMA,MNCSCO,MNCS,CO,
MNMTCOMA,MNMTCO,MNMT,CO,
MNSPCOMA,MNSPCO,MNSP,CO,
MNTRCOMA,MNTRCO,MNTR,CO,
MNZNCOXC,MNZNCO,MNZN,CO,
MRSNCOMA,MRSNCO,MRSN,CO,
MTRSCOMA,MTRSCO,MTRS,CO,
MTVSCOMA,MTVSCO,MTVS,CO,
NDLDCOMA,NDLDCO,NDLD,CO,
NGLNCOMA,NGLNCO,NGLN,CO,
NIWTCOMA,NIWTCO,NIWT,CO,
NWCSCOMA,NWCSCO,NWCS,CO,
OTISCOXC,OTISCO,OTIS,CO,
OURYCOMA,OURYCO,OURY,CO,
OVIDCOMA,OVIDCO,OVID,CO,
PACHCO01,PACHCO,PACH,CO,
PLSDCOMA,PLSDCO,PLSD,CO,
PRKRCOMA,PRKRCO,PRKR,CO,
PTVLCOMA,PTVLCO,PTVL,CO,
PUBLCO06,PUBLCO,PUBL,CO,
PUBLCOMA,PUBLCO,PUBL,CO,
PUBLCOSU,PUBLCO,PUBL,CO,
PYTNCOMA,PYTNCO,PYTN,CO,
RCFRCOXC,RCFRCO,RCFR,CO,
RDGWCOMA,RDGWCO,RDGW,CO,
RIFLCOMA,RIFLCO,RIFL,CO,
RNGLCOXC,RNGLCO,RNGL,CO,
SALDCOMA,SALDCO,SALD,CO,
SCRTCOMA,SCRTCO,SCRT,CO,
SGCHCOXC,SGCHCO,SGCH,CO,
SILTCOMA,SILTCO,SILT,CO,
SNMSCOMA,SNMSCO,SNMS,CO,
SPFDCOXC,SPFDCO,SPFD,CO,
SRTNCOXC,SRTNCO,SRTN,CO,
STNGCOMA,STNGCO,STNG,CO,
STSPCOMA,STSPCO,STSP,CO,
TEMACOMA,TEMACO,TEMA,CO,
TLRDCOMA,TLRDCO,TLRD,CO,
TRNDCOMA,TRNDCO,TRND,CO,
TWBTCOXC,TWBTCO,TWBT,CO,
VAILCOMA,VAILCO,VAIL,CO,
VNLDCOMA,VNLDCO,VNLD,CO,
WDPKCOMA,WDPKCO,WDPK,CO,
WGTNCOMA,WGTNCO,WGTN,CO,
WLBGCOMA,WLBGCO,WLBG,CO,
WMNSCOMA,WMNSCO,WMNS,CO,
WNDSCOMA,WNDSCO,WNDS,CO,
WRAYCOXC,WRAYCO,WRAY,CO,
YUMACOXC,YUMACO,YUMA,CO,
BLFDCT00,BLFDCT,BLFD,CT,
BLTCCT00,BLTCCT,BLTC,CT,
BRFDCT00,BRFDCT,BRFD,CT,
BRFRCT00,BRFRCT,BRFR,CT,
